,Win_Loss,FG,FGA,FG_Percent,3P,Differential,3PA,3P_Percent,FT,FTA,FT_Percent,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Postseason,Opp_Def_Eff,Opp_TS,Opp_TO_per_POS,Opp_3PT_Made,Over/Under
280,1,15.0,26.0,0.577,8.0,1,17.0,0.471,6.0,6.0,1.0,0.0,5.0,5.0,9.0,1.0,0.0,4.0,2.0,44.0,35.8,0.0,0,1.09,1.136,0.124,11.5,1
281,0,6.0,13.0,0.462,2.0,-28,7.0,0.286,5.0,5.0,1.0,1.0,2.0,3.0,7.0,1.0,1.0,0.0,0.0,19.0,20.2,-32.0,0,1.075,1.118,0.126,14.2,0
282,1,9.0,23.0,0.391,4.0,11,14.0,0.286,10.0,10.0,1.0,0.0,2.0,2.0,8.0,0.0,1.0,3.0,2.0,32.0,22.6,22.0,0,1.1,1.144,0.134,12.4,1
283,1,,,,,16,,,,,,,,,,,,,,,,,0,1.045,1.102,0.146,11.5,0
284,0,10.0,20.0,0.5,6.0,-11,12.0,0.5,3.0,5.0,0.6,1.0,3.0,4.0,9.0,4.0,0.0,4.0,0.0,29.0,26.1,-6.0,0,1.051,1.084,0.127,12.1,1
285,1,9.0,22.0,0.409,5.0,9,10.0,0.5,13.0,13.0,1.0,1.0,4.0,5.0,2.0,1.0,0.0,2.0,0.0,36.0,26.5,10.0,0,1.113,1.146,0.125,13.7,1
286,1,6.0,21.0,0.286,4.0,4,11.0,0.364,14.0,15.0,0.933,0.0,2.0,2.0,7.0,2.0,0.0,3.0,1.0,30.0,21.4,-8.0,0,1.045,1.102,0.146,11.5,1
287,1,7.0,16.0,0.438,0.0,19,6.0,0.0,6.0,6.0,1.0,0.0,3.0,3.0,9.0,1.0,0.0,4.0,3.0,20.0,14.6,20.0,0,1.11,1.164,0.142,12.4,0
288,1,12.0,26.0,0.462,5.0,3,11.0,0.455,5.0,7.0,0.714,0.0,3.0,3.0,11.0,1.0,0.0,5.0,5.0,34.0,22.4,11.0,0,1.103,1.135,0.125,12.9,1
289,1,12.0,25.0,0.48,5.0,11,14.0,0.357,2.0,3.0,0.667,2.0,5.0,7.0,10.0,2.0,0.0,3.0,5.0,31.0,24.8,17.0,0,1.11,1.144,0.126,13.6,1
290,1,14.0,28.0,0.5,7.0,2,16.0,0.438,8.0,8.0,1.0,1.0,3.0,4.0,16.0,1.0,1.0,4.0,1.0,43.0,39.1,14.0,0,1.104,1.157,0.128,14.5,1
291,0,10.0,30.0,0.333,7.0,-7,17.0,0.412,8.0,8.0,1.0,1.0,5.0,6.0,12.0,1.0,0.0,3.0,1.0,35.0,26.2,4.0,0,1.1,1.144,0.134,12.4,1
292,0,9.0,17.0,0.529,1.0,-32,7.0,0.143,5.0,6.0,0.833,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,24.0,14.2,-29.0,0,1.079,1.115,0.131,11.6,0
293,0,9.0,21.0,0.429,4.0,-5,11.0,0.364,3.0,3.0,1.0,1.0,6.0,7.0,13.0,0.0,0.0,5.0,2.0,25.0,19.7,-15.0,0,1.098,1.158,0.136,13.2,0
294,0,11.0,24.0,0.458,5.0,-9,13.0,0.385,8.0,8.0,1.0,0.0,3.0,3.0,7.0,0.0,1.0,4.0,2.0,35.0,24.3,-10.0,0,1.042,1.112,0.147,11.4,1
295,1,8.0,21.0,0.381,6.0,12,15.0,0.4,1.0,2.0,0.5,0.0,4.0,4.0,10.0,3.0,0.0,3.0,3.0,23.0,18.1,3.0,0,1.098,1.147,0.145,14.5,0
296,1,6.0,17.0,0.353,3.0,2,10.0,0.3,7.0,8.0,0.875,0.0,5.0,5.0,6.0,2.0,0.0,5.0,1.0,22.0,14.4,6.0,0,1.068,1.112,0.142,12.4,0
297,1,13.0,26.0,0.5,8.0,4,15.0,0.533,10.0,10.0,1.0,0.0,1.0,1.0,7.0,0.0,1.0,0.0,0.0,44.0,36.9,6.0,0,1.138,1.172,0.133,12.4,1
298,0,10.0,23.0,0.435,5.0,-6,12.0,0.417,5.0,5.0,1.0,1.0,6.0,7.0,8.0,2.0,0.0,5.0,1.0,30.0,22.6,-6.0,0,1.079,1.115,0.131,11.6,1
299,1,7.0,19.0,0.368,3.0,4,10.0,0.3,8.0,9.0,0.889,0.0,5.0,5.0,10.0,0.0,0.0,2.0,1.0,25.0,20.2,-3.0,0,1.113,1.172,0.145,13.1,0
300,0,12.0,21.0,0.571,6.0,-2,13.0,0.462,8.0,9.0,0.889,2.0,5.0,7.0,4.0,0.0,1.0,5.0,5.0,38.0,27.1,-2.0,0,1.113,1.172,0.145,13.1,1
301,1,13.0,20.0,0.65,6.0,1,13.0,0.462,18.0,18.0,1.0,1.0,5.0,6.0,10.0,0.0,0.0,4.0,3.0,50.0,45.2,9.0,0,1.104,1.157,0.128,14.5,1
302,1,12.0,22.0,0.545,6.0,8,15.0,0.4,6.0,6.0,1.0,1.0,5.0,6.0,0.0,0.0,0.0,7.0,0.0,36.0,20.6,0.0,0,1.104,1.157,0.128,14.5,1
303,1,10.0,19.0,0.526,4.0,6,10.0,0.4,7.0,7.0,1.0,0.0,3.0,3.0,6.0,0.0,0.0,1.0,1.0,31.0,25.4,0.0,0,1.103,1.135,0.125,12.9,1
304,0,7.0,16.0,0.438,0.0,-40,7.0,0.0,5.0,5.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,2.0,19.0,13.9,-29.0,0,1.103,1.135,0.125,12.9,0
305,0,5.0,17.0,0.294,3.0,-4,14.0,0.214,9.0,9.0,1.0,0.0,3.0,3.0,9.0,0.0,0.0,3.0,0.0,22.0,16.3,7.0,0,1.1,1.113,0.123,12.9,0
306,1,6.0,19.0,0.316,2.0,3,8.0,0.25,8.0,8.0,1.0,0.0,3.0,3.0,9.0,0.0,1.0,2.0,3.0,22.0,15.8,10.0,0,1.083,1.14,0.15,14.2,0
307,1,,,,,7,,,,,,,,,,,,,,,,,0,1.113,1.146,0.125,13.7,0
308,1,7.0,21.0,0.333,2.0,5,7.0,0.286,6.0,6.0,1.0,1.0,2.0,3.0,11.0,0.0,0.0,2.0,1.0,22.0,16.7,-2.0,0,1.089,1.158,0.157,13.9,0
309,1,9.0,19.0,0.474,5.0,23,7.0,0.714,10.0,11.0,0.909,1.0,3.0,4.0,10.0,1.0,0.0,2.0,2.0,33.0,29.7,16.0,0,1.092,1.139,0.137,11.3,1
310,0,10.0,19.0,0.526,5.0,-18,10.0,0.5,7.0,10.0,0.7,1.0,3.0,4.0,5.0,3.0,1.0,3.0,1.0,32.0,26.9,-27.0,0,1.075,1.118,0.126,14.2,1
311,1,6.0,15.0,0.4,3.0,48,7.0,0.429,1.0,1.0,1.0,1.0,2.0,3.0,6.0,3.0,0.0,3.0,1.0,16.0,13.0,42.0,0,1.11,1.144,0.126,13.6,0
312,0,2.0,14.0,0.143,1.0,-17,6.0,0.167,6.0,7.0,0.857,2.0,2.0,4.0,6.0,0.0,1.0,2.0,3.0,11.0,5.3,-13.0,0,1.089,1.124,0.127,12.1,0
313,0,8.0,21.0,0.381,3.0,-19,12.0,0.25,4.0,6.0,0.667,0.0,5.0,5.0,6.0,0.0,0.0,2.0,3.0,23.0,13.2,-16.0,0,1.068,1.083,0.112,11.2,0
314,1,9.0,20.0,0.45,4.0,15,8.0,0.5,5.0,6.0,0.833,0.0,3.0,3.0,10.0,0.0,0.0,1.0,1.0,27.0,22.7,20.0,0,1.092,1.139,0.137,11.3,0
315,0,3.0,10.0,0.3,3.0,-9,8.0,0.375,3.0,4.0,0.75,0.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,12.0,4.5,-10.0,0,1.083,1.14,0.15,14.2,0
316,0,9.0,23.0,0.391,5.0,-1,13.0,0.385,5.0,6.0,0.833,0.0,5.0,5.0,10.0,0.0,0.0,5.0,3.0,28.0,17.4,2.0,0,1.097,1.15,0.137,12.8,1
317,1,,,,,1,,,,,,,,,,,,,,,,,0,1.095,1.13,0.128,12.2,0
318,0,,,,,-8,,,,,,,,,,,,,,,,,0,1.098,1.147,0.145,14.5,0
319,0,,,,,-1,,,,,,,,,,,,,,,,,0,1.089,1.124,0.127,12.1,0
320,0,9.0,23.0,0.391,2.0,-1,10.0,0.2,2.0,2.0,1.0,0.0,4.0,4.0,5.0,2.0,0.0,2.0,0.0,22.0,14.2,-5.0,0,1.098,1.158,0.136,13.2,0
321,0,8.0,22.0,0.364,3.0,-2,11.0,0.273,8.0,10.0,0.8,0.0,3.0,3.0,5.0,1.0,0.0,4.0,1.0,27.0,15.0,-5.0,0,1.083,1.135,0.142,13.0,0
322,0,8.0,27.0,0.296,4.0,-7,10.0,0.4,3.0,3.0,1.0,2.0,4.0,6.0,5.0,1.0,1.0,1.0,3.0,23.0,12.9,-10.0,0,1.083,1.135,0.142,13.0,0
323,1,6.0,14.0,0.429,4.0,21,8.0,0.5,7.0,7.0,1.0,0.0,4.0,4.0,6.0,1.0,0.0,3.0,1.0,23.0,18.6,32.0,0,1.091,1.128,0.14,11.5,0
324,1,6.0,15.0,0.4,2.0,21,9.0,0.222,9.0,9.0,1.0,0.0,3.0,3.0,5.0,2.0,0.0,3.0,2.0,23.0,17.5,15.0,0,1.083,1.135,0.142,13.0,0
325,1,12.0,22.0,0.545,8.0,19,13.0,0.615,0.0,0.0,,1.0,6.0,7.0,9.0,1.0,0.0,1.0,1.0,32.0,29.8,17.0,0,1.1,1.113,0.123,12.9,1
326,1,8.0,18.0,0.444,3.0,10,9.0,0.333,7.0,7.0,1.0,0.0,6.0,6.0,13.0,1.0,1.0,5.0,3.0,26.0,23.0,17.0,0,1.097,1.15,0.137,12.8,0
327,0,11.0,19.0,0.579,6.0,-9,11.0,0.545,5.0,6.0,0.833,0.0,2.0,2.0,8.0,2.0,0.0,3.0,0.0,33.0,28.9,-13.0,0,1.094,1.118,0.123,11.7,1
328,1,10.0,17.0,0.588,6.0,36,10.0,0.6,6.0,7.0,0.857,0.0,3.0,3.0,9.0,2.0,0.0,2.0,1.0,32.0,30.5,14.0,0,1.11,1.164,0.142,12.4,1
329,1,12.0,18.0,0.667,5.0,5,9.0,0.556,9.0,9.0,1.0,0.0,4.0,4.0,7.0,2.0,0.0,4.0,0.0,38.0,34.3,8.0,0,1.042,1.112,0.147,11.4,1
330,1,8.0,17.0,0.471,4.0,22,9.0,0.444,10.0,10.0,1.0,1.0,3.0,4.0,8.0,0.0,0.0,0.0,1.0,30.0,28.1,17.0,0,1.095,1.13,0.128,12.2,1
331,1,11.0,20.0,0.55,6.0,11,11.0,0.545,6.0,6.0,1.0,2.0,7.0,9.0,6.0,0.0,0.0,2.0,1.0,34.0,29.7,19.0,0,1.116,1.169,0.14,13.4,1
332,1,10.0,20.0,0.5,3.0,7,9.0,0.333,7.0,8.0,0.875,0.0,2.0,2.0,6.0,0.0,1.0,1.0,1.0,30.0,23.7,5.0,0,1.068,1.083,0.112,11.2,1
333,0,16.0,23.0,0.696,2.0,-1,6.0,0.333,7.0,8.0,0.875,0.0,5.0,5.0,5.0,1.0,0.0,3.0,0.0,41.0,33.9,-2.0,0,1.079,1.115,0.131,11.6,1
334,1,7.0,13.0,0.538,5.0,16,9.0,0.556,3.0,3.0,1.0,0.0,3.0,3.0,10.0,0.0,0.0,4.0,2.0,22.0,18.8,24.0,0,1.098,1.158,0.136,13.2,0
335,1,10.0,25.0,0.4,5.0,14,12.0,0.417,9.0,9.0,1.0,0.0,2.0,2.0,13.0,0.0,0.0,2.0,2.0,34.0,27.4,25.0,1,1.098,1.158,0.136,13.2,1
336,0,11.0,24.0,0.458,9.0,-19,16.0,0.563,11.0,13.0,0.846,0.0,4.0,4.0,10.0,0.0,1.0,3.0,1.0,42.0,34.3,-16.0,1,1.098,1.158,0.136,13.2,1
337,0,15.0,31.0,0.484,5.0,-5,16.0,0.313,2.0,2.0,1.0,0.0,2.0,2.0,5.0,2.0,0.0,1.0,3.0,37.0,25.2,-6.0,1,1.098,1.158,0.136,13.2,1
338,1,1.0,10.0,0.1,1.0,20,6.0,0.167,7.0,7.0,1.0,0.0,8.0,8.0,10.0,1.0,0.0,1.0,2.0,10.0,12.0,33.0,1,1.098,1.158,0.136,13.2,0
339,0,17.0,24.0,0.708,12.0,-7,17.0,0.706,9.0,10.0,0.9,1.0,5.0,6.0,10.0,1.0,3.0,1.0,0.0,55.0,55.9,2.0,1,1.098,1.158,0.136,13.2,1
340,0,8.0,20.0,0.4,3.0,-11,11.0,0.273,9.0,9.0,1.0,0.0,4.0,4.0,13.0,2.0,0.0,5.0,1.0,28.0,24.1,-11.0,1,1.098,1.158,0.136,13.2,1
